County,Population,Area (sq km),Population density (person/km^2),Median income,Biden won,Trump won,Never,Rarely,Sometimes,Frequently,Always,1_months_before_order deaths/cases percentage,1_months_after_order deaths/cases percentage,change in deaths/cases percentage,status of the change
Clay County,10471.0,2843.80902,3.6820334721351995,55989.0,0,1,0.066,0.049,0.105,0.087,0.693,0.0,3.846153846153846,3.846153846153846,increase
Cochran County,2853.0,2007.24225,1.4213531027458195,40962.0,0,1,0.028999999999999998,0.078,0.068,0.22899999999999998,0.595,0.0,0.0,0.0,no change
Coke County,3387.0,2328.40101,1.454646336886789,45000.0,0,1,0.039,0.055999999999999994,0.09300000000000001,0.24100000000000002,0.5720000000000001,25.0,0.0,-25.0,decrease
Coleman County,8175.0,3297.05727,2.4794837731162613,46743.0,0,1,0.053,0.048,0.084,0.259,0.556,0.0,0.0,0.0,no change
Collin County,1034730.0,2196.3115199999997,471.12169224518755,96913.0,0,1,0.021,0.026000000000000002,0.054000000000000006,0.18100000000000002,0.7190000000000001,0.4747774480712166,0.8939213349225268,0.4191438868513102,increase
Collingsworth County,2920.0,2380.2008100000003,1.2267872474171622,39120.0,0,1,0.239,0.142,0.17600000000000002,0.16,0.284,0.0,0.0,0.0,no change
Colorado County,21493.0,2494.16037,8.61732880472317,52559.0,0,1,0.004,0.044000000000000004,0.078,0.228,0.645,0.0,1.342281879194631,1.342281879194631,increase
Comal County,156209.0,1455.57438,107.31777238343533,79936.0,0,1,0.006999999999999999,0.044000000000000004,0.063,0.146,0.74,0.0,4.72027972027972,4.72027972027972,increase
Comanche County,13635.0,2429.41062,5.612472378177057,53516.0,0,1,0.045,0.075,0.059000000000000004,0.2,0.621,0.0,2.247191011235955,2.247191011235955,increase
Concho County,2726.0,2569.2700800000002,1.0610017301100552,47500.0,0,1,0.012,0.028999999999999998,0.07200000000000001,0.27899999999999997,0.607,0.0,0.0,0.0,no change
Cooke County,41257.0,2263.65126,18.22586399638255,60202.0,0,1,0.11800000000000001,0.026000000000000002,0.055999999999999994,0.207,0.594,0.0,1.2738853503184715,1.2738853503184715,increase
Coryell County,75951.0,2724.66948,27.87530765015946,52893.0,0,1,0.015,0.027000000000000003,0.142,0.19399999999999998,0.622,0.0,1.0676156583629894,1.0676156583629894,increase
Cottle County,1398.0,2333.58099,0.5990792717247838,32305.0,0,1,0.107,0.106,0.188,0.17600000000000002,0.423,0.0,10.0,10.0,increase
Crane County,4797.0,2035.7321399999998,2.356400385759985,65969.0,0,1,0.08,0.055999999999999994,0.096,0.19899999999999998,0.57,0.0,0.0,0.0,no change
Crockett County,3464.0,7272.69192,0.47630231530555467,47386.0,0,1,0.026000000000000002,0.071,0.07200000000000001,0.225,0.606,0.0,2.0979020979020975,2.0979020979020975,increase
Crosby County,5737.0,2330.991,2.4611849638201093,40759.0,0,1,0.031,0.071,0.057999999999999996,0.22699999999999998,0.613,0.0,0.0,0.0,no change
Culberson County,2171.0,9875.631870000001,0.21983403478161442,37900.0,1,0,0.125,0.006,0.039,0.17600000000000002,0.654,0.0,16.666666666666664,16.666666666666664,increase
Dallam County,7287.0,3897.93495,1.869451412984714,58811.0,0,1,0.11900000000000001,0.07400000000000001,0.12300000000000001,0.289,0.396,1.6666666666666667,4.25531914893617,2.588652482269503,increase
Dallas County,2635516.0,2279.1912,1156.3382659603108,59607.0,1,0,0.024,0.019,0.059000000000000004,0.141,0.757,1.2968299711815563,0.9358195404707034,-0.3610104307108529,decrease
Dawson County,12728.0,2336.17098,5.448231361901431,43239.0,0,1,0.03,0.023,0.07400000000000001,0.115,0.759,0.0,3.5294117647058822,3.5294117647058822,increase
Deaf Smith County,18546.0,2354.30091,7.8774976984569065,49701.0,0,1,0.003,0.019,0.091,0.061,0.8270000000000001,0.0,3.036876355748373,3.036876355748373,increase
Delta County,5331.0,3877.21503,1.3749559822582242,51038.0,0,1,0.063,0.063,0.095,0.284,0.494,1.4084507042253522,0.684931506849315,-0.7235191973760372,decrease
Denton County,887207.0,717.42723,1236.6508586522427,86913.0,0,1,0.04,0.07400000000000001,0.094,0.285,0.507,0.0,0.0,0.0,no change
Dewitt County,20160.0,2299.9111199999998,8.765556122881828,55357.0,0,1,0.016,0.025,0.046,0.204,0.7090000000000001,0.4076086956521739,0.9348155634158667,0.5272068677636927,increase
Dickens County,2211.0,2341.35096,0.9443266036459566,42540.0,0,1,0.032,0.071,0.111,0.254,0.532,0.0,50.0,50.0,increase
Dimmit County,10124.0,3447.2766899999997,2.936810970053002,27161.0,1,0,0.021,0.059000000000000004,0.09699999999999999,0.133,0.69,0.0,0.9009009009009009,0.9009009009009009,increase
Donley County,3278.0,2408.6907,1.3609053250382044,42961.0,0,1,0.139,0.065,0.147,0.21,0.439,0.0,0.0,0.0,no change
Duval County,11157.0,4643.85207,2.4025313106065416,41186.0,1,0,0.122,0.003,0.132,0.053,0.691,0.0,3.0000000000000004,3.0000000000000004,increase
Eastland County,18360.0,2398.33074,7.655324469551685,37276.0,0,1,0.055,0.08900000000000001,0.10400000000000001,0.195,0.557,0.0,2.4390243902439024,2.4390243902439024,increase
Ector County,166223.0,2333.58099,71.23086822883315,62973.0,0,1,0.085,0.047,0.076,0.204,0.588,0.49504950495049505,1.629802095459837,1.1347525905093419,increase
Edwards County,1932.0,5490.7788,0.3518626538005865,40766.0,0,1,0.016,0.047,0.145,0.10099999999999999,0.691,0.0,0.0,0.0,no change
